city,date,pm2_5,pm10,no,no2,nh3,co,so2,o3
Delhi,18-05-2019,44.28,106.51,11.87,33.79,39.74,1.04,10.93,45.46
Delhi,19-05-2019,81.99,162.83,17.04,45.8,35.4,1.21,17.36,59.34
Delhi,20-05-2019,93.97,218.72,34.09,56.55,35.13,1.35,19.81,53.31
Delhi,21-05-2019,77.78,194.58,20.21,47.58,32.12,1.21,20.15,55.06
Delhi,22-05-2019,64.24,201.27,32.04,51.8,32.83,1.5,16.92,38.34
Delhi,23-05-2019,92.4,230,36.6,52.71,36.98,1.49,21.68,55.29
Delhi,24-05-2019,43.86,117.66,20.82,40.33,45.86,1.21,11.99,31.11
Delhi,25-05-2019,43.66,118.65,11.83,34.52,33.81,0.99,13.09,51.47
Delhi,26-05-2019,55.13,136.58,13.32,41.51,27.2,1.06,17.94,59.94
Delhi,27-05-2019,64.66,172.68,26.16,53.92,28.45,1.28,18.9,53.59
Delhi,28-05-2019,65.82,183.77,37.41,61.45,29.84,1.3,20.59,54.43
Delhi,29-05-2019,74.8,202.75,34.62,65.84,29.53,1.45,23.61,57.99
Delhi,30-05-2019,85.21,246.05,69.58,71.8,33.5,1.75,21.99,49.58
Delhi,31-05-2019,88.57,337.77,44.18,56.83,34.26,1.47,19.82,58.49
Delhi,01-06-2019,95.4,298.35,45.28,57.24,40.73,1.56,21.54,64.56
Delhi,02-06-2019,73.36,219.79,10.15,32.22,48.12,1.07,14.15,60.84
Delhi,03-06-2019,66.94,300.7,11.7,30.33,43.32,1.03,12.64,60.03
Delhi,04-06-2019,54.95,171.58,14.93,36,34.34,1.14,13.67,65.82
Delhi,05-06-2019,73.35,208.72,14.43,42.68,35.7,1.29,15.82,59.78
Delhi,06-06-2019,70.61,236.45,20.85,44.85,35.27,1.13,16.15,61.04
Delhi,07-06-2019,54.81,152.39,14.19,35.32,32.37,1.11,14.44,74.12
Delhi,08-06-2019,69.75,187.62,23.42,51,38.84,1.47,13.47,63.64
Delhi,09-06-2019,101.05,265.12,57.24,62.84,35.74,1.86,21.74,69.14
Delhi,10-06-2019,74.48,233.49,47.15,61.53,36.64,1.63,15.19,55.95
Delhi,11-06-2019,118.38,487.77,44.64,49.86,32.16,1.41,13.52,39.96
Delhi,12-06-2019,59.86,240.88,16.55,30.46,34.98,0.92,11.57,62.12
Delhi,13-06-2019,52.66,189.69,13.33,34.53,30,1.03,11.79,52.93
Delhi,14-06-2019,53.79,188.21,18.67,37.07,23.77,1.07,12.89,59.31
Delhi,15-06-2019,81.86,274.68,26.39,47.15,23.84,1.18,17.56,57.41
Delhi,16-06-2019,42.06,160.96,11.58,20.56,24.86,0.8,9.54,46.81
Delhi,17-06-2019,40.18,137.08,13.34,27.51,26.8,0.89,11.07,40.56
Delhi,18-06-2019,30.39,84.53,15.97,32.32,25.6,1.03,8,48.99
Delhi,19-06-2019,79.96,223.08,17.37,37.14,35.53,1.12,12.69,61.02
Delhi,20-06-2019,42.76,130.88,10.57,31.19,29.5,0.92,9.7,68.57
Delhi,21-06-2019,71.15,188.16,13.56,44.78,32.14,1.22,12.23,59.68
Delhi,22-06-2019,68.27,177.16,12.77,44.12,32.1,1.11,14.97,69.18
Delhi,23-06-2019,42.06,126.12,6.64,23.02,31.36,0.95,10.11,57.33
Delhi,24-06-2019,26.29,85.68,9.51,25.93,28.84,0.92,10.74,37.78
Delhi,25-06-2019,53.65,119.98,11.18,32.24,28.87,1.07,11.91,54.02
Delhi,26-06-2019,67.36,155.9,15.67,37.39,30.64,1.16,12.87,46.26
Delhi,27-06-2019,65.3,230.98,17.87,39.94,29.35,1.16,13.46,46.84
Delhi,28-06-2019,61.21,239.15,19.71,38.37,27.53,1.02,14.43,38.39
Delhi,29-06-2019,58.08,271.27,16.84,34.56,23.72,0.93,11.99,37.99
Delhi,30-06-2019,65.24,270.03,22.46,33.03,25.87,1.04,12.82,44.4
Delhi,01-07-2019,57.27,189.32,10.44,31.09,26.07,0.94,12.22,58
Delhi,02-07-2019,71.68,233.25,7.78,28.13,27.24,0.99,12.02,64.82
Delhi,03-07-2019,39.99,113.92,7.3,26.57,33.05,0.99,9.75,42.31
Delhi,04-07-2019,36.82,87.8,12.82,29.23,28.65,1.11,9.75,28.2
Delhi,05-07-2019,48.6,99.98,18.04,34.77,37.63,1.2,11.05,22.68
Delhi,06-07-2019,34.25,87.5,12.04,29.91,36.77,1,10.18,33.71
Delhi,07-07-2019,38.81,91.79,11.02,28.87,32.3,1.08,10.67,38.66
Delhi,08-07-2019,49.12,148.79,12.56,32.85,33.43,1.15,10.64,35.11
Delhi,09-07-2019,42.56,128.6,11.93,30.38,32.19,1.11,9.52,25.75
Delhi,10-07-2019,69.21,278.71,13.97,31.36,33.73,1.04,10.41,28.65
Delhi,11-07-2019,76.99,352.26,15,29.87,32.06,0.97,9.64,29.84
Delhi,12-07-2019,76.35,363.7,14,26.97,33.13,1.05,8.96,28.38
Delhi,13-07-2019,63.18,294.27,11.09,23.13,28.61,0.97,9.11,30.81
Delhi,14-07-2019,63.16,280.99,11.36,25.1,26.67,0.95,9.85,32.77
Delhi,15-07-2019,42.04,137.67,11.57,27.17,25.07,1.09,10.39,27.23
Delhi,16-07-2019,31.51,79.22,8.59,27.54,26.39,1.05,9.64,30.05
Delhi,17-07-2019,32.06,67.73,11.08,28.44,25.91,1.03,8.91,31.48
Delhi,18-07-2019,32.92,78.08,19.36,37.14,26.54,1.24,8.86,30.75
Delhi,19-07-2019,63.02,158.3,29.13,40.79,30.83,1.41,9.95,49.9
Delhi,20-07-2019,46.43,117.84,14.59,37.1,34.1,1.15,8.6,29.1
Delhi,21-07-2019,50.57,105.55,23.14,33.89,37.02,1.39,8.83,32.04
Delhi,22-07-2019,60.38,119.66,31.57,33.03,43.72,1.55,8.95,34.79
Delhi,23-07-2019,73.08,153.96,26.12,39.89,45.51,1.61,9.05,40.16
Delhi,24-07-2019,63.26,156.93,22.05,40.29,44.36,1.41,8.83,33.1
Delhi,25-07-2019,22.79,63.51,16.78,33.52,37.17,0.94,8.76,22.78
Delhi,26-07-2019,30.63,61.26,13.26,31.61,36.06,0.99,8.92,27.72
Delhi,27-07-2019,26.16,45.04,11.98,25.34,30.26,1,8.67,29.54
Delhi,28-07-2019,21.13,46.35,9.12,21.89,28.65,0.89,8.43,30.62
Delhi,29-07-2019,24.45,64.17,10.8,25.11,31.27,0.92,8.97,29.78
Delhi,30-07-2019,30.1,82.81,10.37,26.92,33.49,0.97,9.36,27.42
Delhi,31-07-2019,30.22,76.67,10.23,26.45,33.79,0.93,8.78,31.25
Delhi,01-08-2019,34.26,85.89,10.07,28.4,33.55,0.94,8.79,32.51
Delhi,02-08-2019,35.06,83.66,11.86,30.96,32.66,1.03,8.45,29.29
Delhi,03-08-2019,38.54,80.35,16.87,31,35.33,1.07,9.43,27.74
Delhi,04-08-2019,46.69,88.15,17.79,30.9,34.25,1.13,9.96,27.25
Delhi,05-08-2019,52.2,104.96,20.62,34.64,37.17,1.24,9.37,28.66
Delhi,06-08-2019,30.04,57.31,19.57,34.68,42.32,1.14,8.26,22.91
Delhi,07-08-2019,32.63,72.98,22.98,31.82,33.65,1.22,9.81,29.87
Delhi,08-08-2019,27.69,80.22,15.06,28.9,30.9,1.01,10.61,30.92
Delhi,09-08-2019,14.59,61.47,9.54,22.08,28.01,0.86,9.3,26.17
Delhi,10-08-2019,16.73,47.75,9.02,22.06,24.4,0.87,8.47,25.43
Delhi,11-08-2019,25.53,67.15,11.45,25.93,25.93,0.96,8.65,26.21
Delhi,12-08-2019,20.53,51.91,13.19,26.18,24.89,1.02,8.14,21.46
Delhi,13-08-2019,21.68,56.18,17.85,27.12,29.25,1.1,8.37,20.73
Delhi,14-08-2019,33.21,58.36,16.96,31.9,29.08,1.19,8.5,31.43
Delhi,15-08-2019,28.78,56.28,18.56,25.03,31.29,1.04,8.51,23.58
Delhi,16-08-2019,15.52,37.1,13.71,21.51,27.58,0.87,8.61,23.59
Delhi,17-08-2019,10.24,19.51,14.08,19.1,25.82,0.81,7.67,16.51
Delhi,18-08-2019,15.51,30.45,17.56,20.93,23.25,0.98,8.57,18.03
Delhi,19-08-2019,38.55,86.13,26.99,28.59,25.62,1.31,8.6,28.06
Delhi,20-08-2019,41.74,95.71,19.92,26.86,33.03,1.23,8.12,28.41
Delhi,21-08-2019,46.69,129.46,15.16,32.68,34.19,1.14,7.81,31.18
Delhi,22-08-2019,44.16,130.49,23.36,42.21,34.28,1.21,8.41,25.95
Delhi,23-08-2019,50.49,142.76,37.04,40.32,36.4,1.3,8.36,28.57
Delhi,24-08-2019,60.71,149.82,41.65,41.76,41.36,1.47,8.78,28.17
Delhi,25-08-2019,33.49,67.82,11.09,31.71,34.91,0.93,8.23,24.22
Delhi,26-08-2019,25.06,68.59,15.89,31.6,29.89,0.99,8.55,24.07
Delhi,27-08-2019,40.68,107.99,21.99,34.48,31.99,1.17,10.01,36.98
Delhi,28-08-2019,42.04,103.01,19.01,34.62,34.95,1.07,9.64,34.34
Delhi,29-08-2019,33.92,90.29,11.52,30.6,32.6,0.93,8.24,30.97
Delhi,30-08-2019,43.5,105.68,12.89,32.44,33.69,1.02,9.33,39.25
Delhi,31-08-2019,57.16,123.23,18.34,40.79,38.62,1.41,9.14,33.71
Delhi,01-09-2019,35.13,81.44,12.03,32.08,41.15,1.11,8.41,31.24
Delhi,02-09-2019,46.15,101.79,10.33,31.91,36.31,1.07,8.81,39.18
Delhi,03-09-2019,70.64,143.56,13.02,36.51,36.34,1.21,8.95,32.5
Delhi,04-09-2019,73.33,150.39,10.62,36.99,37.13,1.22,9.03,36.13
Delhi,05-09-2019,33.9,90.44,9.99,29.09,33.31,0.97,9.25,28.87
Delhi,06-09-2019,35.81,89.47,12.15,30.05,34.35,0.99,10.9,27.22
Delhi,07-09-2019,34.98,83.26,14.46,30.9,30.75,1,8.17,24.58
Delhi,08-09-2019,32.83,77.01,10.61,26.84,32.14,0.9,8.72,32.4
Delhi,09-09-2019,56.31,126.43,13.78,30.47,30.37,1,8.45,30.84
Delhi,10-09-2019,64.48,144.47,16.24,34.12,29.2,1.07,9.49,40.53
Delhi,11-09-2019,79.6,174.33,15.86,39.69,31.57,1.15,9.54,48.95
Delhi,12-09-2019,57.83,132.61,9.71,34.01,30.72,0.99,8.91,32.08
Delhi,13-09-2019,33.59,83.22,9.52,29.75,28.56,0.88,8.16,27.33
Delhi,14-09-2019,26.65,69.36,7.91,26.05,25.04,0.77,8.48,28.64
Delhi,15-09-2019,35.52,72.61,10.34,27.77,24.48,0.91,8.55,28.58
Delhi,16-09-2019,56.6,129.47,19.02,36.18,26.11,1.13,8.35,35.4
Delhi,17-09-2019,59.14,135.84,14.08,38.18,27.51,1.12,8.64,41.22
Delhi,18-09-2019,35.41,97.32,7.76,31.3,25.54,0.86,9.46,37.19
Delhi,19-09-2019,21.74,62.19,7.22,24.15,22.6,0.78,9.29,27.34
Delhi,20-09-2019,40.33,106.47,13.55,31.73,24.91,0.95,10.81,29.76
Delhi,21-09-2019,39.23,96.29,17.26,31.43,24.45,0.99,9.63,28.51
Delhi,22-09-2019,26.51,65.65,17.88,30.66,26.2,0.91,9.32,21.15
Delhi,23-09-2019,34.46,83.33,11.33,30.02,25.37,0.93,9.9,30.49
Delhi,24-09-2019,35.88,96.22,16.67,34.98,25.61,0.98,9.19,28.92
Delhi,25-09-2019,30.52,86.31,11.53,29.99,24.88,0.9,8.94,28.53
Delhi,26-09-2019,22.9,69.49,12.62,27.25,24.04,0.83,10.43,24.16
Delhi,27-09-2019,15.66,56.71,9.94,24.52,22.32,0.78,10.3,23.54
Delhi,28-09-2019,22.52,66.98,11.93,26.18,21.94,0.77,10.01,22.22
Delhi,29-09-2019,16.91,51.03,8.13,22.84,21.99,0.74,8.85,22.84
Delhi,30-09-2019,29.42,81.97,12.1,27.89,22.01,0.92,8.22,26.67
Delhi,01-10-2019,33.92,92.41,12.82,28,23.99,0.96,8.5,26.15
Delhi,02-10-2019,40.16,96.13,17.97,29.72,24.63,1.05,8.95,34.94
Delhi,03-10-2019,57.99,143.97,30.13,36.77,27.17,1.25,10.42,44.29
Delhi,04-10-2019,43.07,94.9,17.87,34.07,26.21,0.99,8.34,32.54
Delhi,05-10-2019,39.48,108.22,20.52,33.82,23.56,1.03,8.08,32.66
Delhi,06-10-2019,58.75,140.15,18.29,36.98,26.89,0.99,8.62,40.18
Delhi,07-10-2019,55.88,137.81,13.36,33.46,26.98,0.91,8.25,36.23
Delhi,08-10-2019,44.85,116.56,17.58,33.4,23.12,0.85,8.91,38.81
Delhi,09-10-2019,77.02,182.89,40.81,45.5,25.59,1.37,11.9,51.37
Delhi,10-10-2019,100.82,215.18,34.75,50.32,29.71,1.34,13.83,53.51
Delhi,11-10-2019,98.07,203.36,35.13,48.05,31.79,1.37,11.02,47.07
Delhi,12-10-2019,103.45,209.42,35.55,48.54,33.54,1.44,11.26,44.45
Delhi,13-10-2019,132.57,255.42,43.72,51.27,34.93,1.65,12.75,44.55
Delhi,14-10-2019,116.33,239.47,52.78,50.83,34.7,1.73,11.46,43.59
Delhi,15-10-2019,133.35,285.26,67.74,58.61,36.03,2.18,13.31,53.79
Delhi,16-10-2019,146.37,279.78,39,53.03,38.12,1.77,13.22,55.69
Delhi,17-10-2019,121.68,245.2,18.94,46.51,35.08,1.44,14.95,49.68
Delhi,18-10-2019,90.41,203.39,13.39,39.62,33.94,1.14,11.36,42.7
Delhi,19-10-2019,76.77,174.84,31.61,51.37,33.65,1.18,11.33,43.23
Delhi,20-10-2019,98.05,203.14,35,48.83,33.32,1.26,10.64,33.47
Delhi,21-10-2019,115.16,235,34.79,51.05,31.9,1.3,11.11,36.8
Delhi,22-10-2019,93.51,213.26,34.86,50.05,29.84,1.37,11.7,39.48
Delhi,23-10-2019,122.12,268.58,56.07,57.92,34.38,1.79,14.08,44.15
Delhi,24-10-2019,173.56,346.51,84.08,67.36,41.69,2.46,18.87,57.94
Delhi,25-10-2019,129.9,270.87,42.42,52.55,37.02,1.72,15.17,52.25
Delhi,26-10-2019,148.73,290.6,61.19,56.43,40.14,1.92,12.76,50.59
Delhi,27-10-2019,198.81,321.68,46.63,48.37,40.04,1.77,13.21,47.27
Delhi,28-10-2019,301.39,420.35,35.11,48.45,40.16,1.77,18.03,42.79
Delhi,29-10-2019,287.56,440.77,58.36,60.03,49,2.43,12.71,33.2
Delhi,30-10-2019,279.32,454.35,87.7,63.87,52.82,2.67,13.81,34.86
Delhi,31-10-2019,314.32,500.04,99.58,71.37,55.54,2.92,15.86,38.29
Delhi,01-11-2019,388.45,584.15,62.6,73.61,58.29,2.59,16.32,49.77
Delhi,02-11-2019,320.26,467.74,34.23,54.1,49.38,1.93,12.88,35
Delhi,03-11-2019,582.28,706.58,28.98,49.67,56.52,2.39,10.2,33.91
Delhi,04-11-2019,272.3,386.16,29.75,44.53,39.67,1.47,11.68,36.82
Delhi,05-11-2019,190.41,296.98,32.28,44.32,33.01,1.43,13.17,39.23
Delhi,06-11-2019,101.09,207.19,57.56,54.77,31.99,1.52,11.58,29.77
Delhi,07-11-2019,182.47,292.56,29.02,51.64,37.3,1.58,11.95,23.72
Delhi,08-11-2019,154.14,253.44,51.48,52.79,38.97,1.68,14.04,32.33
Delhi,09-11-2019,140.8,230.5,35.56,44.01,35.4,1.34,11.58,30.42
Delhi,10-11-2019,192.35,296.44,30.88,50.35,32.4,1.44,13.95,38.5
Delhi,11-11-2019,252.48,380.54,45.96,61.36,37.01,1.79,15.18,42.35
Delhi,12-11-2019,384.34,529.59,51.47,66.1,40.72,2.25,14.41,48.8
Delhi,13-11-2019,383.36,541.19,62.74,73.6,43.4,2.5,15.12,39.52
Delhi,14-11-2019,371.42,545.66,77.46,82.63,50.55,2.92,16.26,26.54
Delhi,15-11-2019,423.52,576.12,44.06,59.35,50.12,2.35,14.14,37.71
Delhi,16-11-2019,174.03,293,23.38,42.35,35.82,1.34,12.89,31.94
Delhi,17-11-2019,96.34,165.5,14.48,33.78,29.55,0.92,10.78,27.01
Delhi,18-11-2019,108.4,181.67,29.18,40.05,29.79,1.26,10.55,30.33
Delhi,19-11-2019,126.92,218.13,52.44,52.79,33.12,1.6,12.05,31.56
Delhi,20-11-2019,175.19,295.47,79.63,77.62,40.19,2.21,14.74,38.99
Delhi,21-11-2019,217.7,363.77,104.83,91.65,44.56,3,19.85,48.43
Delhi,22-11-2019,201.17,332.6,83.99,75.08,42.17,2.4,16.02,41.54
Delhi,23-11-2019,130.41,224.14,33.69,52.7,34.6,1.3,11.64,25.58
Delhi,24-11-2019,107.86,178.21,19.82,43.51,34.33,1.01,11.35,29.6
Delhi,25-11-2019,122.37,213.67,44.39,53.29,35.67,1.45,13.59,31.86
Delhi,26-11-2019,114.27,225.78,49.17,53.83,37.04,1.41,17.65,39.21
Delhi,27-11-2019,65.7,128.1,19.37,42.94,34.32,0.89,10.71,30.2
Delhi,28-11-2019,31.03,58.6,10.57,32.3,30.25,0.65,8.99,28.72
Delhi,29-11-2019,53.79,100.29,29.65,41.9,31.59,1.03,10.14,24.66
Delhi,30-11-2019,96.96,159.36,34.59,45.04,36.65,1.21,9.87,23.38
Delhi,01-12-2019,123.66,192.47,38.19,50.39,36.51,1.17,11.39,32.28
Delhi,02-12-2019,141.12,229.08,50.45,57.23,38.4,1.49,11.18,32.54
Delhi,03-12-2019,140.07,241.56,53.47,60.85,38.81,1.49,11.37,32.57
Delhi,04-12-2019,163.24,277.92,77.61,71.65,43.21,1.95,13.48,33.48
Delhi,05-12-2019,271.99,416.79,115.56,91.53,55.2,2.95,14.48,42.41
Delhi,06-12-2019,241.69,362.1,73.76,69.73,57.17,2.03,13.41,32.34
Delhi,07-12-2019,233.79,348.44,79.28,66.41,55.32,2.32,15.4,33.69
Delhi,08-12-2019,239.98,355.16,109.28,68.59,58.01,2.88,13.69,32.51
Delhi,09-12-2019,200.33,311.58,87.59,68.28,56.75,2.32,12.34,29.47
Delhi,10-12-2019,236.4,363.3,85.62,72.63,59.1,2.41,12.49,38.14
Delhi,11-12-2019,299.85,452.65,106.35,85.56,68.66,3.2,14.71,41.46
Delhi,12-12-2019,284.18,412.59,46.67,64.36,70.65,2.01,12.61,44.13
Delhi,13-12-2019,94.62,124.26,13.29,41.21,50.03,1.14,7.9,29.14
Delhi,14-12-2019,78.59,128.36,26.2,41.29,38.62,1.18,9.04,22.94
Delhi,15-12-2019,94.67,151.57,26.19,39.9,38.46,1.15,8.5,22.96
Delhi,16-12-2019,88.05,133.11,21.68,35.06,39.25,1.04,7.17,22.1
Delhi,17-12-2019,93.07,140.23,27.2,32.7,46.78,1.07,7.26,24.27
Delhi,18-12-2019,144,214.88,29.59,44.41,51.81,1.24,7.98,32.08
Delhi,19-12-2019,261.16,385.13,51.02,55.64,57.3,1.92,9.64,28.22
Delhi,20-12-2019,316.09,449.06,40.57,60.58,58.04,2.16,9.92,29.05
Delhi,21-12-2019,249.87,353.94,37.13,50.24,62.14,1.71,8.52,23.62
Delhi,22-12-2019,146.81,202.05,19.33,38.96,57.51,1.13,6.67,21.48
Delhi,23-12-2019,171.47,240.19,26.86,39.83,53.04,1.28,7,23.8
Delhi,24-12-2019,262.69,401.03,38.02,56.72,53.3,1.76,8.7,28.17
Delhi,25-12-2019,166.71,258.28,22.4,39.77,48.52,1.2,6.96,21.13
Delhi,26-12-2019,196.97,299.85,19.25,45.08,51.83,1.17,6.99,25.73
Delhi,27-12-2019,240.07,371.45,28.66,54.6,52.64,1.39,7.88,27.55
Delhi,28-12-2019,275.6,426.12,60.13,55.98,50.47,1.96,10.26,27.92
Delhi,29-12-2019,326.79,500.15,32.73,57.76,49.61,1.86,10.25,35.11
Delhi,30-12-2019,333.43,486.35,54.97,55.61,50.75,2.24,11.15,26.44
Delhi,31-12-2019,245.53,338.18,44.49,47.5,48.22,1.8,11.03,28.07
Delhi,01-01-2020,372.14,483.87,109.53,64.18,56.85,3.15,18.49,39.58
Delhi,02-01-2020,327.04,439.31,120.76,64.8,58.26,3.32,19.95,36.5
Delhi,03-01-2020,228.9,337.04,111.09,55.65,53.02,2.8,14.93,27.82
Delhi,04-01-2020,220.6,327.22,86.58,57.67,53.46,2.2,12.85,29.94
Delhi,05-01-2020,170.21,257.94,29.99,48.25,47.94,1.23,9.59,30.21
Delhi,06-01-2020,159.64,247.47,35.49,51.19,47.01,1.27,11.34,21.99
Delhi,07-01-2020,120.31,176.22,24.08,44.9,43.53,1.18,12.74,22.82
Delhi,08-01-2020,117.98,145.85,26.65,38.64,44.73,1.13,8.67,17.63
Delhi,09-01-2020,89.26,132.06,14.71,32.3,36.87,0.89,7.28,22
Delhi,10-01-2020,130.82,203.54,27.73,45.12,37.73,1.3,9.44,27.25
Delhi,11-01-2020,151.1,245.62,43.83,53.28,40.97,1.54,11.65,30.98
Delhi,12-01-2020,207.23,325.36,90.44,59.91,48.65,2.26,12.35,32.47
Delhi,13-01-2020,218.98,329.77,61.38,55.04,53.64,2.11,11.59,27.98
Delhi,14-01-2020,115.62,163.67,21.19,38.08,46.34,1.16,9.24,21.62
Delhi,15-01-2020,111.57,179.08,29.61,47.45,41.76,1.17,10.68,26.19
Delhi,16-01-2020,139.06,197.9,28.99,44.21,43.54,1.11,10.44,18.63
Delhi,17-01-2020,107.65,152.98,31.58,36.19,40.15,1.14,9.69,18.97
Delhi,18-01-2020,125.3,198.24,39.64,43.78,39.56,1.32,9.65,19.93
Delhi,19-01-2020,125.04,187.93,18.6,34.18,38.38,0.96,8.69,25.86
Delhi,20-01-2020,142.18,225.67,30.68,38.21,39.27,1.39,9.65,24.64
Delhi,21-01-2020,222.81,348.45,63.49,48.18,48.02,1.93,12.24,27.6
Delhi,22-01-2020,198.88,296.98,66,44.3,45.17,1.9,10.95,24.63
Delhi,23-01-2020,74.45,137.61,15.4,35.26,36.32,0.79,8.71,27.73
Delhi,24-01-2020,79.83,151.81,23.68,44,34.23,0.99,10.73,30.53
Delhi,25-01-2020,136.72,240.57,58.83,56.31,41.37,1.48,12.36,26.8
Delhi,26-01-2020,201.2,309.09,74.63,50.94,48.8,2.09,12.81,32.7
Delhi,27-01-2020,209.97,330.91,89.41,67.09,53.66,2.19,14.72,26.6
Delhi,28-01-2020,104.45,149.12,17.85,42.01,42.76,1.26,11.12,23.29
Delhi,29-01-2020,77.95,134.17,30.9,42.24,38.01,1.24,9.85,23.96
Delhi,30-01-2020,91.56,168.43,30.79,45.04,36.77,1.08,10.06,24.23
Delhi,31-01-2020,92.04,170.33,31.8,47.35,34.03,1.1,9.9,24.36
Delhi,01-02-2020,112.13,201.19,49.25,44.25,35.95,1.26,10.02,29.22
Delhi,02-02-2020,120.86,200.9,33.12,45.28,36.46,1.2,10.32,29.69
Delhi,03-02-2020,138.5,243.43,50.47,53.71,37.5,1.51,11.4,33.94
Delhi,04-02-2020,188.42,340.56,92.85,64.8,43.09,2.21,15.26,41
Delhi,05-02-2020,150.08,255.41,41.58,53.35,40.07,1.3,13.31,32.03
Delhi,06-02-2020,118.57,205.43,33.37,51.82,36.16,1.18,12.08,33.75
Delhi,07-02-2020,150.15,253.82,64.24,58.46,38.38,1.51,14.21,34.75
Delhi,08-02-2020,149.67,238.17,30.62,47.55,40.72,1.16,14.39,35.72
Delhi,09-02-2020,151.43,247.62,35.28,50.75,40.04,1.29,14.64,36.29
Delhi,10-02-2020,174.4,292.44,56.93,56.48,39.99,1.61,14.83,31.92
Delhi,11-02-2020,176.57,306.12,83.94,60.12,39.73,1.89,14.37,37.22
Delhi,12-02-2020,172.12,295.05,38.78,55.96,40.92,1.29,16.24,37.86
Delhi,13-02-2020,95.72,179.78,15.54,41.59,36.91,0.95,16.49,36.8
Delhi,14-02-2020,73.84,172.28,12.35,34.6,34.06,0.82,13.53,43.62
Delhi,15-02-2020,83.07,174.78,18.16,44.57,32.48,0.91,17.59,42.21
Delhi,16-02-2020,132.63,237.81,42.02,57.15,38.77,1.38,19.61,40.01
Delhi,17-02-2020,158.69,282.84,61.48,61.17,42.77,1.61,18.85,38.6
Delhi,18-02-2020,125.53,238.91,39.22,59.91,37.01,1.39,23.01,42.7
Delhi,19-02-2020,138.46,286.39,87.96,59.9,44.11,2,20.13,44.29
Delhi,20-02-2020,98.84,223.69,10.13,44.05,39.61,0.99,14.91,55.32
Delhi,21-02-2020,53.11,85.49,8.84,33.27,35.81,0.83,10.45,39.58
Delhi,22-02-2020,63.62,123.44,29.86,41.23,33.46,1.2,13.38,32.03
Delhi,23-02-2020,105.71,182.2,41.97,42.24,38.33,1.26,14.3,35.15
Delhi,24-02-2020,70.59,145.05,29.23,44.2,33.19,1.02,15.94,33.36
Delhi,25-02-2020,127.75,224.02,27.87,46.76,39.61,1.22,18.24,35.32
Delhi,26-02-2020,141.81,258.62,56.86,50.67,42.7,1.54,17.61,38.64
Delhi,27-02-2020,107.28,203.77,22.85,46.15,43.64,1.23,14.7,36.36
Delhi,28-02-2020,83.48,161.36,8.21,33.92,41.44,0.97,11.55,41.53
Delhi,29-02-2020,60.01,115.82,9.66,33.98,34.88,0.83,12.05,37.35
Delhi,01-03-2020,42.83,91.88,20.57,40.73,31.4,0.97,12.19,39.84
Delhi,02-03-2020,99.34,203.51,64.58,50.23,39.78,1.58,15.81,36.64
Delhi,03-03-2020,86.26,188.73,50.52,46.6,37.02,1.22,15.48,32.39
Delhi,04-03-2020,82.9,193.79,40.18,45.62,37.32,1.1,16.22,41.77
Delhi,05-03-2020,31.43,67.5,11.78,32.97,32.27,0.81,11.32,36.98
Delhi,06-03-2020,21.32,38.5,12.55,33.71,29.56,0.87,10.42,33.52
Delhi,07-03-2020,40.96,85.45,17.41,35.53,29.01,0.82,11.84,35.47
Delhi,08-03-2020,72.1,140.22,45.65,37.14,31.51,1.11,12.61,34.59
Delhi,09-03-2020,58.04,133.75,18.86,32.29,29.29,0.75,13.33,34.54
Delhi,10-03-2020,84.35,160.91,14.46,30.22,30.99,0.84,17.21,47.66
Delhi,11-03-2020,55.19,112.57,10.1,29.76,32.88,0.76,13.82,42.36
Delhi,12-03-2020,56.92,155.18,21.91,36.74,35.31,0.94,13.68,34.27
Delhi,13-03-2020,68.72,209.02,29.31,40.53,31.36,0.87,15.42,37.42
Delhi,14-03-2020,39.41,85.26,14.67,34.59,34.29,0.76,11.59,29.17
Delhi,15-03-2020,60.99,124.24,26.33,41.09,31.09,0.9,13.92,37.25
Delhi,16-03-2020,61.61,144.37,21.37,41.52,31.07,0.89,14.8,38.38
Delhi,17-03-2020,69.7,160.15,26.05,43.5,32.31,1,15.06,40.59
Delhi,18-03-2020,68.93,162.56,29.29,45.86,32.99,1.07,14.93,41.73
Delhi,19-03-2020,90.62,195.15,37.81,45.67,36.15,1.14,17.66,43.16
Delhi,20-03-2020,90.31,200.79,30.21,51.26,34.3,1.24,19.71,48.23
Delhi,21-03-2020,82.39,184.81,31.58,46.04,36.61,1.18,18.55,43.19
Delhi,22-03-2020,78.61,134.46,14.49,29.85,32.61,0.92,16.63,47.67
Delhi,23-03-2020,54.26,100.55,11.75,25.96,30.31,0.78,15.17,46.48
Delhi,24-03-2020,55.85,103.62,12.3,27.07,31.91,0.81,15.81,38.23
Delhi,25-03-2020,37.87,68.03,13.09,21.11,34.43,0.68,11.49,32.11
Delhi,26-03-2020,45.69,75.81,9.02,16.58,33.68,0.58,12.82,30.59
Delhi,27-03-2020,26.89,45.48,8.34,15.32,27.4,0.53,11.04,27.38
Delhi,28-03-2020,21.23,34.15,9.87,17.52,25.22,0.54,10.28,25.06
Delhi,29-03-2020,27.59,55.75,8.74,16.6,23.98,0.52,10.39,35.75
Delhi,30-03-2020,35.08,64.66,8.29,17.52,23.21,0.58,12.47,40.26
